index,origin,destination,depart_time,depart_weekday,duration,arrival_time,arrival_weekday,flight_no,airline_code,airline,economy_fare,business_fare,first_fare,cancellation,meal,check_in_baggage,cabin_baggage,origin_name,destination_name
3301,AMD,PNQ,20:35:00,5,01:35:00,22:10:00,5,SG1084,SG,SpiceJet,6667,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Pune
3302,AMD,PNQ,20:35:00,4,01:35:00,22:10:00,4,SG1084,SG,SpiceJet,6667,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Pune
3303,AMD,PNQ,20:35:00,6,01:35:00,22:10:00,6,SG1084,SG,SpiceJet,6667,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Pune
3304,AMD,PNQ,03:15:00,0,01:10:00,04:25:00,0,6E6335,6E,IndiGo,6939,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Pune
3305,AMD,PNQ,20:35:00,3,01:35:00,22:10:00,3,SG1084,SG,SpiceJet,7025,,,available,not available,max 7 kg,max 15 kg,Ahmedabad,Pune
3306,AMD,PNQ,14:00:00,3,01:05:00,15:05:00,3,6E522,6E,IndiGo,7064,,,not available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Pune
3307,AMD,PNQ,14:00:00,4,01:05:00,15:05:00,4,6E522,6E,IndiGo,7064,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Pune
3308,AMD,PNQ,14:00:00,1,01:05:00,15:05:00,1,6E522,6E,IndiGo,7064,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Pune
3309,AMD,PNQ,14:00:00,0,01:05:00,15:05:00,0,6E522,6E,IndiGo,7064,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Pune
3310,AMD,PNQ,03:15:00,4,01:10:00,04:25:00,4,6E6335,6E,IndiGo,7064,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Pune
3311,AMD,PNQ,03:15:00,1,01:10:00,04:25:00,1,6E6335,6E,IndiGo,7064,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Pune
3312,AMD,PNQ,03:15:00,3,01:10:00,04:25:00,3,6E6335,6E,IndiGo,7064,,,available,not available,max 7 kg,max 15 kg,Ahmedabad,Pune
3313,AMD,PNQ,03:15:00,6,01:10:00,04:25:00,6,6E6335,6E,IndiGo,7064,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Pune
3314,AMD,PNQ,03:15:00,2,01:10:00,04:25:00,2,6E6335,6E,IndiGo,7064,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Pune
3315,AMD,PNQ,03:15:00,5,01:10:00,04:25:00,5,6E6335,6E,IndiGo,7064,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Pune
3316,AMD,PNQ,20:50:00,1,01:15:00,22:05:00,1,6E794,6E,IndiGo,7064,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Pune
3317,AMD,PNQ,20:50:00,6,01:15:00,22:05:00,6,6E794,6E,IndiGo,7064,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Pune
3318,AMD,PNQ,20:50:00,0,01:15:00,22:05:00,0,6E794,6E,IndiGo,7064,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Pune
3319,AMD,PNQ,20:50:00,2,01:15:00,22:05:00,2,6E794,6E,IndiGo,7064,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Pune
3320,AMD,PNQ,20:50:00,5,01:15:00,22:05:00,5,6E794,6E,IndiGo,7064,,,available,not available,max 7 kg,max 15 kg,Ahmedabad,Pune
3321,AMD,IXB,10:00:00,6,02:25:00,12:25:00,6,SG595,SG,SpiceJet,7810,,,available,not available,max 7 kg,max 15 kg,Ahmedabad,Bagdogra
3322,AMD,ATQ,19:10:00,6,02:25:00,21:35:00,6,SG3790,SG,SpiceJet,7046,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Amritsar
3323,AMD,ATQ,19:10:00,3,02:25:00,21:35:00,3,SG3790,SG,SpiceJet,7337,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Amritsar
3324,AMD,ATQ,19:10:00,2,02:25:00,21:35:00,2,SG3790,SG,SpiceJet,9435,,,available,not available,max 7 kg,max 15 kg,Ahmedabad,Amritsar
3325,AMD,NAG,05:10:00,1,02:05:00,07:15:00,1,6E7207,6E,IndiGo,6592,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Nagpur
3326,AMD,NAG,05:10:00,6,02:05:00,07:15:00,6,6E7207,6E,IndiGo,6865,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Nagpur
3327,AMD,NAG,15:15:00,6,01:50:00,17:05:00,6,6E7197,6E,IndiGo,7161,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Nagpur
3328,AMD,NAG,05:10:00,4,02:05:00,07:15:00,4,6E7207,6E,IndiGo,7161,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Nagpur
3329,AMD,NAG,05:10:00,3,02:05:00,07:15:00,3,6E7207,6E,IndiGo,7161,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Nagpur
3330,AMD,NAG,05:10:00,2,02:05:00,07:15:00,2,6E7207,6E,IndiGo,7161,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Nagpur
3331,AMD,NAG,15:15:00,4,01:50:00,17:05:00,4,6E7197,6E,IndiGo,7482,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Nagpur
3332,AMD,NAG,15:15:00,3,01:50:00,17:05:00,3,6E7197,6E,IndiGo,7482,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Nagpur
3333,AMD,NAG,05:10:00,5,02:05:00,07:15:00,5,6E7207,6E,IndiGo,7482,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Nagpur
3334,AMD,NAG,15:15:00,5,01:50:00,17:05:00,5,6E7197,6E,IndiGo,8201,,,not available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Nagpur
3335,AMD,NAG,05:10:00,0,02:05:00,07:15:00,0,6E7207,6E,IndiGo,8201,,,not available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Nagpur
3336,AMD,NAG,15:05:00,2,02:00:00,17:05:00,2,6E7197,6E,IndiGo,8597,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Nagpur
3337,AMD,NAG,15:15:00,1,01:50:00,17:05:00,1,6E7197,6E,IndiGo,9934,,,available,not available,max 7 kg,max 15 kg,Ahmedabad,Nagpur
3338,AMD,NAG,15:15:00,0,01:50:00,17:05:00,0,6E7197,6E,IndiGo,10429,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Nagpur
3339,AMD,IXC,05:35:00,0,02:05:00,07:40:00,0,G8911,G8,Go First,8250,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Chandigarh
3340,AMD,IXC,08:10:00,3,01:30:00,09:40:00,3,6E6053,6E,IndiGo,8369,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Chandigarh
3341,AMD,IXC,08:10:00,4,01:30:00,09:40:00,4,6E6053,6E,IndiGo,8369,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Chandigarh
3342,AMD,IXC,08:10:00,0,01:30:00,09:40:00,0,6E6053,6E,IndiGo,8369,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Chandigarh
3343,AMD,IXC,08:10:00,1,01:30:00,09:40:00,1,6E6053,6E,IndiGo,8369,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Chandigarh
3344,AMD,IXC,08:10:00,5,01:30:00,09:40:00,5,6E6053,6E,IndiGo,8369,,,available,not available,max 7 kg,max 15 kg,Ahmedabad,Chandigarh
3345,AMD,IXC,05:35:00,1,02:05:00,07:40:00,1,G8911,G8,Go First,8369,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Chandigarh
3346,AMD,IXC,05:35:00,2,02:05:00,07:40:00,2,G8911,G8,Go First,8369,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Chandigarh
3347,AMD,IXC,05:35:00,5,02:05:00,07:40:00,5,G8911,G8,Go First,8369,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Chandigarh
3348,AMD,IXC,05:35:00,4,02:05:00,07:40:00,4,G8911,G8,Go First,8369,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Chandigarh
3349,AMD,IXC,05:35:00,3,02:05:00,07:40:00,3,G8911,G8,Go First,8369,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Chandigarh
3350,AMD,IDR,05:45:00,5,01:25:00,07:10:00,5,6E7173,6E,IndiGo,4573,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Indore
3351,AMD,IDR,05:45:00,4,01:25:00,07:10:00,4,6E7173,6E,IndiGo,4573,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Indore
3352,AMD,IDR,05:45:00,3,01:25:00,07:10:00,3,6E7173,6E,IndiGo,4691,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Indore
3353,AMD,IDR,05:45:00,6,01:25:00,07:10:00,6,6E7173,6E,IndiGo,4810,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Indore
3354,AMD,IDR,05:45:00,2,01:25:00,07:10:00,2,6E7173,6E,IndiGo,4928,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Indore
3355,AMD,IDR,05:45:00,1,01:25:00,07:10:00,1,6E7173,6E,IndiGo,5641,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Indore
3356,AMD,IDR,05:45:00,0,01:25:00,07:10:00,0,6E7173,6E,IndiGo,6827,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Indore
3357,AMD,PAT,07:55:00,5,02:15:00,10:10:00,5,SG391,SG,SpiceJet,6787,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Patna
3358,AMD,PAT,07:55:00,6,02:15:00,10:10:00,6,SG391,SG,SpiceJet,6787,,,available,not available,max 7 kg,max 15 kg,Ahmedabad,Patna
3359,AMD,PAT,07:55:00,0,02:15:00,10:10:00,0,SG391,SG,SpiceJet,7262,,,available,not available,max 7 kg,max 15 kg,Ahmedabad,Patna
3360,AMD,PAT,07:55:00,4,02:15:00,10:10:00,4,SG391,SG,SpiceJet,7262,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Patna
3361,AMD,PAT,10:55:00,6,02:15:00,13:10:00,6,6.00E+154,6E,IndiGo,8132,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Patna
3362,AMD,PAT,10:55:00,1,02:15:00,13:10:00,1,6.00E+154,6E,IndiGo,8132,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Patna
3363,AMD,PAT,10:55:00,2,02:15:00,13:10:00,2,6.00E+154,6E,IndiGo,8132,,,available,chargeable,max 7 kg,max 15 kg,Ahmedabad,Patna
3364,CCJ,DEL,10:50:00,4,02:45:00,13:35:00,4,AI425,AI,Air India,10852,,27911,available,chargeable,max 7 kg,max 15 kg,Kozhikode,Delhi
3365,CCJ,DEL,09:30:00,0,04:40:00,14:10:00,0,AI425,AI,Air India,10852,,,available,chargeable,max 7 kg,max 15 kg,Kozhikode,Delhi
3366,CCJ,DEL,20:55:00,6,03:15:00,00:10:00,0,6E5912,6E,IndiGo,10987,,,available,chargeable,max 7 kg,max 15 kg,Kozhikode,Delhi
3367,CCJ,DEL,20:55:00,4,03:15:00,00:10:00,5,6E5912,6E,IndiGo,10987,,,available,chargeable,max 7 kg,max 15 kg,Kozhikode,Delhi
3368,CCJ,DEL,20:55:00,0,03:15:00,00:10:00,1,6E5912,6E,IndiGo,11512,,,available,chargeable,max 7 kg,max 15 kg,Kozhikode,Delhi
3369,CCJ,DEL,10:50:00,1,02:45:00,13:35:00,1,AI425,AI,Air India,11576,,27911,available,chargeable,max 7 kg,max 15 kg,Kozhikode,Delhi
3370,CCJ,DEL,11:00:00,3,03:10:00,14:10:00,3,AI425,AI,Air India,11576,,27911,available,chargeable,max 7 kg,max 15 kg,Kozhikode,Delhi
3371,CCJ,DEL,09:30:00,5,04:05:00,13:35:00,5,AI425,AI,Air India,11576,,,available,chargeable,max 7 kg,max 15 kg,Kozhikode,Delhi
3372,CCJ,DEL,09:30:00,2,04:05:00,13:35:00,2,AI425,AI,Air India,11576,,,available,chargeable,max 7 kg,max 15 kg,Kozhikode,Delhi
3373,CCJ,DEL,10:50:00,6,02:45:00,13:35:00,6,AI425,AI,Air India,11697,,28510,not available,chargeable,max 7 kg,max 15 kg,Kozhikode,Delhi
3374,CCJ,DEL,20:55:00,5,03:15:00,00:10:00,6,6E5912,6E,IndiGo,12237,,,not available,chargeable,max 7 kg,max 15 kg,Kozhikode,Delhi
3375,CCJ,DEL,20:55:00,2,03:15:00,00:10:00,3,6E5912,6E,IndiGo,12237,,,available,chargeable,max 7 kg,max 15 kg,Kozhikode,Delhi
3376,CCJ,DEL,20:55:00,3,03:15:00,00:10:00,4,6E5912,6E,IndiGo,17308,,,available,chargeable,max 7 kg,max 15 kg,Kozhikode,Delhi
3377,CCJ,DEL,20:55:00,1,03:15:00,00:10:00,2,6E5912,6E,IndiGo,19119,,,available,chargeable,max 7 kg,max 15 kg,Kozhikode,Delhi
3378,CCJ,BOM,07:10:00,6,01:45:00,08:55:00,6,AI582,AI,Air India,6263,,21032,available,chargeable,max 7 kg,max 15 kg,Kozhikode,Mumbai
3379,CCJ,BOM,07:10:00,3,01:45:00,08:55:00,3,AI582,AI,Air India,6263,,20434,not available,chargeable,max 7 kg,max 15 kg,Kozhikode,Mumbai
3380,CCJ,BOM,07:10:00,4,01:45:00,08:55:00,4,AI582,AI,Air India,6263,,20434,available,chargeable,max 7 kg,max 15 kg,Kozhikode,Mumbai
3381,CCJ,BOM,07:10:00,0,01:45:00,08:55:00,0,AI582,AI,Air India,6263,,21032,available,chargeable,max 7 kg,max 15 kg,Kozhikode,Mumbai
3382,CCJ,BOM,07:10:00,2,01:45:00,08:55:00,2,AI582,AI,Air India,6297,,20434,available,chargeable,max 7 kg,max 15 kg,Kozhikode,Mumbai
3383,CCJ,BOM,07:10:00,1,01:45:00,08:55:00,1,AI582,AI,Air India,7272,,20434,not available,not available,max 7 kg,max 15 kg,Kozhikode,Mumbai
3384,CCJ,BOM,07:10:00,5,01:45:00,08:55:00,5,AI582,AI,Air India,8612,,21032,available,chargeable,max 7 kg,max 15 kg,Kozhikode,Mumbai
3385,CCJ,BOM,14:50:00,6,01:50:00,16:40:00,6,6E5396,6E,IndiGo,8959,,,available,not available,max 7 kg,max 15 kg,Kozhikode,Mumbai
3386,CCJ,BOM,14:50:00,1,01:50:00,16:40:00,1,6E5396,6E,IndiGo,8959,,,available,chargeable,max 7 kg,max 15 kg,Kozhikode,Mumbai
3387,CCJ,BOM,14:50:00,3,01:50:00,16:40:00,3,6E5396,6E,IndiGo,8959,,,available,chargeable,max 7 kg,max 15 kg,Kozhikode,Mumbai
3388,CCJ,BOM,14:50:00,5,01:50:00,16:40:00,5,6E5396,6E,IndiGo,8959,,,not available,chargeable,max 7 kg,max 15 kg,Kozhikode,Mumbai
3389,CCJ,BOM,14:50:00,4,01:50:00,16:40:00,4,6E5396,6E,IndiGo,8959,,,available,not available,max 7 kg,max 15 kg,Kozhikode,Mumbai
3390,CCJ,BOM,14:50:00,0,01:50:00,16:40:00,0,6E5396,6E,IndiGo,8959,,,available,chargeable,max 7 kg,max 15 kg,Kozhikode,Mumbai
3391,CCJ,BOM,14:50:00,2,01:50:00,16:40:00,2,6E5396,6E,IndiGo,8959,,,not available,chargeable,max 7 kg,max 15 kg,Kozhikode,Mumbai
3392,CCJ,BLR,15:50:00,2,00:55:00,16:45:00,2,6E6039,6E,IndiGo,5501,,,available,chargeable,max 7 kg,max 15 kg,Kozhikode,Bengaluru
3393,CCJ,BLR,19:50:00,2,01:25:00,21:15:00,2,6E7362,6E,IndiGo,5501,,,available,chargeable,max 7 kg,max 15 kg,Kozhikode,Bengaluru
3394,CCJ,BLR,12:30:00,1,01:00:00,13:30:00,1,6E6027,6E,IndiGo,5788,,,available,chargeable,max 7 kg,max 15 kg,Kozhikode,Bengaluru
3395,CCJ,BLR,19:50:00,6,01:25:00,21:15:00,6,6E7362,6E,IndiGo,6131,,,available,chargeable,max 7 kg,max 15 kg,Kozhikode,Bengaluru
3396,CCJ,BLR,15:50:00,0,00:55:00,16:45:00,0,6E6039,6E,IndiGo,6322,,,available,chargeable,max 7 kg,max 15 kg,Kozhikode,Bengaluru
3397,CCJ,BLR,15:50:00,6,00:55:00,16:45:00,6,6E6039,6E,IndiGo,6527,,,available,chargeable,max 7 kg,max 15 kg,Kozhikode,Bengaluru
3398,CCJ,BLR,12:30:00,3,01:00:00,13:30:00,3,6E6027,6E,IndiGo,6527,,,available,chargeable,max 7 kg,max 15 kg,Kozhikode,Bengaluru
3399,CCJ,BLR,15:50:00,4,00:55:00,16:45:00,4,6E6039,6E,IndiGo,6746,,,available,chargeable,max 7 kg,max 15 kg,Kozhikode,Bengaluru
3400,CCJ,BLR,12:30:00,0,01:00:00,13:30:00,0,6E6027,6E,IndiGo,6746,,,available,chargeable,max 7 kg,max 15 kg,Kozhikode,Bengaluru
3401,CCJ,BLR,19:50:00,4,01:25:00,21:15:00,4,6E7362,6E,IndiGo,6746,,,available,chargeable,max 7 kg,max 15 kg,Kozhikode,Bengaluru
3402,CCJ,BLR,12:30:00,5,01:00:00,13:30:00,5,6E6027,6E,IndiGo,7227,,,available,chargeable,max 7 kg,max 15 kg,Kozhikode,Bengaluru
3403,CCJ,MAA,07:50:00,6,01:40:00,09:30:00,6,6E7287,6E,IndiGo,6666,,,available,not available,max 7 kg,max 15 kg,Kozhikode,Chennai
3404,CCJ,MAA,07:50:00,2,01:40:00,09:30:00,2,6E7287,6E,IndiGo,6899,,,available,not available,max 7 kg,max 15 kg,Kozhikode,Chennai
3405,CCJ,MAA,07:50:00,3,01:40:00,09:30:00,3,6E7287,6E,IndiGo,7133,,,not available,chargeable,max 7 kg,max 15 kg,Kozhikode,Chennai
3406,CCJ,MAA,07:50:00,4,01:40:00,09:30:00,4,6E7287,6E,IndiGo,7133,,,available,chargeable,max 7 kg,max 15 kg,Kozhikode,Chennai
3407,CCJ,MAA,07:50:00,5,01:40:00,09:30:00,5,6E7287,6E,IndiGo,8531,,,available,chargeable,max 7 kg,max 15 kg,Kozhikode,Chennai
3408,CCJ,MAA,07:50:00,1,01:40:00,09:30:00,1,6E7287,6E,IndiGo,8531,,,available,chargeable,max 7 kg,max 15 kg,Kozhikode,Chennai
3409,CCJ,MAA,07:50:00,0,01:40:00,09:30:00,0,6E7287,6E,IndiGo,9463,,,available,chargeable,max 7 kg,max 15 kg,Kozhikode,Chennai
3410,CCJ,HYD,12:20:00,3,02:10:00,14:30:00,3,6E7084,6E,IndiGo,7872,,,available,chargeable,max 7 kg,max 15 kg,Kozhikode,Hyderabad
3411,CCJ,HYD,12:20:00,5,02:10:00,14:30:00,5,6E7084,6E,IndiGo,8234,,,available,chargeable,max 7 kg,max 15 kg,Kozhikode,Hyderabad
3412,CCJ,HYD,12:20:00,1,02:10:00,14:30:00,1,6E7084,6E,IndiGo,8597,,,available,chargeable,max 7 kg,max 15 kg,Kozhikode,Hyderabad
3413,CCJ,HYD,12:20:00,2,02:10:00,14:30:00,2,6E7084,6E,IndiGo,8597,,,available,chargeable,max 7 kg,max 15 kg,Kozhikode,Hyderabad
3414,CCJ,HYD,12:20:00,0,02:10:00,14:30:00,0,6E7084,6E,IndiGo,9080,,,available,chargeable,max 7 kg,max 15 kg,Kozhikode,Hyderabad
3415,CCJ,HYD,12:20:00,4,02:10:00,14:30:00,4,6E7084,6E,IndiGo,9080,,,available,chargeable,max 7 kg,max 15 kg,Kozhikode,Hyderabad
3416,CCJ,HYD,12:20:00,6,02:10:00,14:30:00,6,6E7084,6E,IndiGo,10046,,,available,chargeable,max 7 kg,max 15 kg,Kozhikode,Hyderabad
3417,JAI,DEL,22:15:00,4,00:55:00,23:10:00,4,I5830,I5,AirAsia India,4218,,,available,chargeable,max 7 kg,max 15 kg,Jaipur,Delhi
3418,JAI,DEL,06:25:00,6,01:00:00,07:25:00,6,SG2970,SG,SpiceJet,4624,,,available,chargeable,max 7 kg,max 15 kg,Jaipur,Delhi
3419,JAI,DEL,06:25:00,5,01:00:00,07:25:00,5,SG2970,SG,SpiceJet,4624,,,not available,chargeable,max 7 kg,max 15 kg,Jaipur,Delhi
3420,JAI,DEL,14:20:00,3,01:00:00,15:20:00,3,6E6917,6E,IndiGo,5013,,,available,chargeable,max 7 kg,max 15 kg,Jaipur,Delhi
3421,JAI,DEL,22:25:00,6,01:00:00,23:25:00,6,6E2405,6E,IndiGo,5013,,,available,chargeable,max 7 kg,max 15 kg,Jaipur,Delhi
3422,JAI,DEL,06:40:00,4,01:00:00,07:40:00,4,6E2177,6E,IndiGo,5013,,,available,not available,max 7 kg,max 15 kg,Jaipur,Delhi
3423,JAI,DEL,22:25:00,3,01:00:00,23:25:00,3,6E2405,6E,IndiGo,5013,,,available,chargeable,max 7 kg,max 15 kg,Jaipur,Delhi
3424,JAI,DEL,22:25:00,0,01:00:00,23:25:00,0,6E2405,6E,IndiGo,5013,,,available,not available,max 7 kg,max 15 kg,Jaipur,Delhi
3425,JAI,DEL,22:25:00,1,01:00:00,23:25:00,1,6E2405,6E,IndiGo,5013,,,available,chargeable,max 7 kg,max 15 kg,Jaipur,Delhi
3426,JAI,DEL,22:25:00,5,01:00:00,23:25:00,5,6E2405,6E,IndiGo,5013,,,available,chargeable,max 7 kg,max 15 kg,Jaipur,Delhi
3427,JAI,DEL,06:40:00,1,01:00:00,07:40:00,1,6E2177,6E,IndiGo,5013,,,available,chargeable,max 7 kg,max 15 kg,Jaipur,Delhi
3428,JAI,DEL,14:20:00,6,01:00:00,15:20:00,6,6E6917,6E,IndiGo,5013,,,available,chargeable,max 7 kg,max 15 kg,Jaipur,Delhi
3429,JAI,DEL,06:40:00,6,01:00:00,07:40:00,6,6E2177,6E,IndiGo,5013,,,available,chargeable,max 7 kg,max 15 kg,Jaipur,Delhi
3430,JAI,DEL,06:40:00,3,01:00:00,07:40:00,3,6E2177,6E,IndiGo,5013,,,available,chargeable,max 7 kg,max 15 kg,Jaipur,Delhi
3431,JAI,DEL,22:25:00,4,01:00:00,23:25:00,4,6E2405,6E,IndiGo,5013,,,available,chargeable,max 7 kg,max 15 kg,Jaipur,Delhi
3432,JAI,DEL,14:20:00,5,01:00:00,15:20:00,5,6E6917,6E,IndiGo,5013,,,available,chargeable,max 7 kg,max 15 kg,Jaipur,Delhi
3433,JAI,DEL,14:20:00,1,01:00:00,15:20:00,1,6E6917,6E,IndiGo,5013,,,not available,chargeable,max 7 kg,max 15 kg,Jaipur,Delhi
3434,JAI,DEL,06:40:00,5,01:00:00,07:40:00,5,6E2177,6E,IndiGo,5013,,,available,chargeable,max 7 kg,max 15 kg,Jaipur,Delhi
3435,JAI,DEL,14:20:00,4,01:00:00,15:20:00,4,6E6917,6E,IndiGo,5013,,,available,chargeable,max 7 kg,max 15 kg,Jaipur,Delhi
3436,JAI,DEL,14:20:00,0,01:00:00,15:20:00,0,6E6917,6E,IndiGo,5013,,,available,chargeable,max 7 kg,max 15 kg,Jaipur,Delhi
3437,JAI,DEL,14:20:00,2,01:00:00,15:20:00,2,6E6917,6E,IndiGo,5013,,,available,chargeable,max 7 kg,max 15 kg,Jaipur,Delhi
3438,JAI,DEL,20:50:00,6,01:05:00,21:55:00,6,6E7404,6E,IndiGo,5013,,,available,chargeable,max 7 kg,max 15 kg,Jaipur,Delhi
3439,JAI,DEL,20:50:00,3,01:05:00,21:55:00,3,6E7404,6E,IndiGo,5013,,,available,chargeable,max 7 kg,max 15 kg,Jaipur,Delhi
3440,JAI,DEL,20:50:00,5,01:05:00,21:55:00,5,6E7404,6E,IndiGo,5013,,,available,chargeable,max 7 kg,max 15 kg,Jaipur,Delhi
3441,JAI,DEL,22:15:00,5,00:55:00,23:10:00,5,I5830,I5,AirAsia India,5023,,,available,chargeable,max 7 kg,max 15 kg,Jaipur,Delhi
3442,JAI,BOM,08:35:00,6,01:55:00,10:30:00,6,SG279,SG,SpiceJet,7538,,,available,chargeable,max 7 kg,max 15 kg,Jaipur,Mumbai
3443,JAI,BOM,08:35:00,5,01:55:00,10:30:00,5,SG279,SG,SpiceJet,8238,,,available,chargeable,max 7 kg,max 15 kg,Jaipur,Mumbai
3444,JAI,BOM,14:00:00,5,01:50:00,15:50:00,5,AI612,AI,Air India,8239,,21012,available,chargeable,max 7 kg,max 15 kg,Jaipur,Mumbai
3445,JAI,BOM,14:00:00,0,01:50:00,15:50:00,0,AI612,AI,Air India,8239,,35886,available,chargeable,max 7 kg,max 15 kg,Jaipur,Mumbai
3446,JAI,BOM,14:00:00,2,01:50:00,15:50:00,2,AI612,AI,Air India,8239,,20413,available,chargeable,max 7 kg,max 15 kg,Jaipur,Mumbai
3447,JAI,BOM,14:00:00,4,01:50:00,15:50:00,4,AI612,AI,Air India,8239,,20413,not available,chargeable,max 7 kg,max 15 kg,Jaipur,Mumbai
3448,JAI,BOM,14:00:00,1,01:50:00,15:50:00,1,AI612,AI,Air India,8239,,20413,available,chargeable,max 7 kg,max 15 kg,Jaipur,Mumbai
3449,JAI,BOM,14:00:00,3,01:50:00,15:50:00,3,AI612,AI,Air India,8239,,20413,available,chargeable,max 7 kg,max 15 kg,Jaipur,Mumbai
3450,JAI,BOM,14:00:00,6,01:50:00,15:50:00,6,AI612,AI,Air India,8588,,21012,available,chargeable,max 7 kg,max 15 kg,Jaipur,Mumbai
3451,JAI,BOM,14:20:00,5,01:35:00,15:55:00,5,6E577,6E,IndiGo,8626,,,available,chargeable,max 7 kg,max 15 kg,Jaipur,Mumbai
3452,JAI,BOM,14:20:00,3,01:35:00,15:55:00,3,6E577,6E,IndiGo,8626,,,available,chargeable,max 7 kg,max 15 kg,Jaipur,Mumbai
3453,JAI,BOM,14:20:00,4,01:35:00,15:55:00,4,6E577,6E,IndiGo,8626,,,available,chargeable,max 7 kg,max 15 kg,Jaipur,Mumbai
3454,JAI,BOM,20:05:00,4,01:45:00,21:50:00,4,6E6031,6E,IndiGo,8626,,,available,chargeable,max 7 kg,max 15 kg,Jaipur,Mumbai
3455,JAI,BOM,20:05:00,0,01:45:00,21:50:00,0,6E6031,6E,IndiGo,8626,,,available,chargeable,max 7 kg,max 15 kg,Jaipur,Mumbai
3456,JAI,BOM,05:20:00,5,01:50:00,07:10:00,5,6E5246,6E,IndiGo,8626,,,available,chargeable,max 7 kg,max 15 kg,Jaipur,Mumbai
3457,JAI,BOM,05:20:00,4,01:50:00,07:10:00,4,6E5246,6E,IndiGo,8626,,,available,chargeable,max 7 kg,max 15 kg,Jaipur,Mumbai
3458,JAI,BOM,05:20:00,2,01:50:00,07:10:00,2,6E5246,6E,IndiGo,8626,,,not available,not available,max 7 kg,max 15 kg,Jaipur,Mumbai
3459,JAI,BOM,10:15:00,2,01:50:00,12:05:00,2,6E5327,6E,IndiGo,8626,,,available,chargeable,max 7 kg,max 15 kg,Jaipur,Mumbai
3460,JAI,BOM,17:55:00,4,01:55:00,19:50:00,4,I5679,I5,AirAsia India,8626,,,available,not available,max 7 kg,max 15 kg,Jaipur,Mumbai
3461,JAI,BOM,17:55:00,0,01:55:00,19:50:00,0,I5679,I5,AirAsia India,8626,,,available,not available,max 7 kg,max 15 kg,Jaipur,Mumbai
3462,JAI,BOM,17:55:00,2,01:55:00,19:50:00,2,I5679,I5,AirAsia India,8626,,,available,chargeable,max 7 kg,max 15 kg,Jaipur,Mumbai
